,id,title,authors,venue,year
1447,conf/vldb/GaasterlandL94,qualified answers that reflect user needs and preferences,"terry gaasterland, jorge lobo",vldb,1994
1448,journals/sigmod/BunemanFSW01,constraints for semi-structured data and xml,"wenfei fan, peter buneman, scott weinstein, jérôme siméon",sigmod record,2001
1449,journals/sigmod/Alonso95a,trade press news,rafael alonso,sigmod record,1995
1450,journals/sigmod/BerraNT95,acm multimedia '94 conference workshop on multimedia database management systems,"p. bruce berra, bhavani m. thuraisingham, kingsley c. nwosu",sigmod record,1995
1451,conf/sigmod/GarofalakisGR02,querying and mining data streams: you only get one look a tutorial,"minos n. garofalakis, rajeev rastogi, johannes gehrke",sigmod conference,2002
1452,journals/sigmod/Aberer03b,book review column,karl aberer,sigmod record,2003
1453,conf/sigmod/DeshpandeGR01,independence is good: dependency-based histogram synopses for high-dimensional data,"amol deshpande, rajeev rastogi, minos n. garofalakis",sigmod conference,2001
1454,conf/vldb/SchmidtWKCMB02,xmark: a benchmark for xml data management,"martin l. kersten, ralph busse, florian waas, michael j. carey, albrecht schmidt, ioana manolescu",vldb,2002
1455,journals/sigmod/Ozsu03,chair's message,m. tamer özsu,sigmod record,2003
1456,journals/vldb/ZezulaSAR98,approximate similarity retrieval with m-trees,"fausto rabitti, giuseppe amato, pavel zezula, pasquale savino",vldb j.,1998
1457,conf/vldb/KnorrN99,finding intensional knowledge of distance-based outliers,"raymond t. ng, edwin m. knorr",vldb,1999
1458,conf/sigmod/ZaharioudakisC97,highly concurrent cache consistency for indices in client-server database systems,"michael j. carey, markos zaharioudakis",sigmod conference,1997
1459,journals/tods/OliverS94,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms, martin s. olivier",acm trans. database syst.,1994
1460,conf/sigmod/GarofalakisGRSS00,xtract: a system for extracting document type descriptors from xml documents,"rajeev rastogi, s. seshadri, minos n. garofalakis, aristides gionis, kyuseok shim",sigmod conference,2000
1461,conf/vldb/WangZL03,atlas: a small but complete sql extension for data mining and data streams,"haixun wang, chang luo, carlo zaniolo",vldb,2003
1462,conf/sigmod/FabretJLPRS01,filtering algorithms and implementation for very fast publish/subscribe,"kenneth a. ross, françoise fabret, françois llirbat, joão pereira, hans-arno jacobsen, dennis shasha",sigmod conference,2001
1463,conf/sigmod/FegarasM95,towards an effective calculus for object query languages,"david maier, leonidas fegaras",sigmod conference,1995
1464,journals/sigmod/CampbellEM03,xml schema,"jim melton, charles e. campbell, andrew eisenberg",sigmod record,2003
1465,journals/vldb/ChakrabartiRS03,fast and accurate text classification via multiple linear discriminant projections pp,"shourya roy, mahesh v. soundalgekar, soumen chakrabarti",vldb j.,2003
1466,conf/vldb/Bayer95,document management as a database problem,rudolf bayer,vldb,1995
1467,conf/vldb/GibbonsMP97,fast incremental maintenance of approximate histograms,"yossi matias, phillip b. gibbons, viswanath poosala",vldb,1997
1468,conf/sigmod/Amer-YahiaCLS01,minimization of tree pattern queries,"sihem amer-yahia, divesh srivastava, laks v. s. lakshmanan, sungran cho",sigmod conference,2001
1469,journals/sigmod/BoscMP01,report on the fourth international conference on flexible query answering systems,"gabriella pasi, amihai motro, patrick bosc",sigmod record,2001
1470,conf/sigmod/CruzJ99,a user-centered interface for querying distributed multimedia databases,"kimberly m. james, isabel f. cruz",sigmod conference,1999
1471,conf/vldb/BraumandlCK98,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"alfons kemper, reinhard braumandl, jens claußen",vldb,1998
1472,conf/vldb/Celis96,the query optimizer in tandem's new serverware sql product,pedro celis,vldb,1996
1473,conf/vldb/DillKMRST01,self-similarity in the web,"stephen dill, andrew tomkins, ravi kumar, sridhar rajagopalan, kevin s. mccurley, d. sivakumar",vldb,2001
1474,journals/sigmod/Snodgrass03c,developments at acm tods,richard t. snodgrass,sigmod record,2003
1475,conf/vldb/SindoniTABFGMPPT01,sit-in: a real-life spatio-temporal information system,"stefano de francisci, rossella molinaro, orietta gargano, mario paolucci, leonardo tininini, giuseppe sindoni, paola patteri, amedea ambrosetti, pina ticca, cristina bedeschi",vldb,2001
1476,journals/tods/CastanoAFP98,conceptual schema analysis: techniques and applications,"valeria de antonellis, barbara pernici, maria grazia fugini, silvana castano",acm trans. database syst.,1998
1477,conf/vldb/RamaswamyMS98,on the discovery of interesting patterns in association rules,"sridhar ramaswamy, sameer mahajan, abraham silberschatz",vldb,1998
1478,conf/vldb/Lindsay95,"db2 common server: technology, progress, & directions",bruce g. lindsay,vldb,1995
1479,conf/sigmod/CasatiS01,models and languages for describing and discovering e-services,"ming-chien shan, fabio casati",sigmod conference,2001
1480,journals/tods/Suciu02,distributed query evaluation on semistructured data,dan suciu,acm trans. database syst.,2002
1481,conf/vldb/Malaika96,database management systems and the internet,susan malaika,vldb,1996
1482,conf/vldb/AboulnagaAN01,estimating the selectivity of xml path expressions for internet scale applications,"ashraf aboulnaga, jeffrey f. naughton, alaa r. alameldeen",vldb,2001
1483,conf/vldb/AbiteboulBMMW02,active xml: peer-to-peer data and web services integration,"tova milo, roger weber, ioana manolescu, omar benjelloun, serge abiteboul",vldb,2002
1484,conf/vldb/DeenJNNW00,a 20/20 vision of the vldb-2020?,"shamkant b. navathe, erich j. neuhold, gio wiederhold, anant jhingran, s. misbah deen",vldb,2000
1485,journals/sigmod/LaenderRST02,a brief survey of web data extraction tools,"berthier a. ribeiro-neto, alberto h. f. laender, altigran soares da silva, juliana s. teixeira",sigmod record,2002
1486,journals/sigmod/Segev94a,editor's notes,arie segev,sigmod record,1994
1487,conf/vldb/HoskingC99,"pm3: an orthogonal persistent systems programming language - design, implementation, performance","antony l. hosking, jiawan chen",vldb,1999
1488,conf/sigmod/HellersteinN96,query execution techniques for caching expensive methods,"joseph m. hellerstein, jeffrey f. naughton",sigmod conference,1996
1489,conf/sigmod/HaasH01,online query processing,"peter j. haas, joseph m. hellerstein",sigmod conference,2001
1490,conf/sigmod/Shasha97,"lessons from wall street: case studies in configuration, tuning, and distribution (tutorial)",dennis shasha,sigmod conference,1997
1491,journals/tods/Chen95,declarative updates of relational databases,weidong chen,acm trans. database syst.,1995
1492,conf/vldb/RamamurthyDS02,a case for fractured mirrors,"ravishankar ramamurthy, qi su, david j. dewitt",vldb,2002
1493,conf/vldb/IdrisGC94,providing dynamic security control in a federated database,"r. f. churchhouse, w. a. gray, n. b. idris",vldb,1994
1494,journals/sigmod/ConstantopoulosCP01,"semantic web workshop: models, architectures and management","vassilis christophides, dimitris plexousakis, panos constantopoulos",sigmod record,2001
1495,conf/vldb/MatthesS94,persistent threads,"joachim w. schmidt, florian matthes",vldb,1994
1496,conf/sigmod/GeorgeH97,secure transaction processing in firm real-time database systems,"binto george, jayant r. haritsa",sigmod conference,1997
1497,conf/vldb/KalusD95,flexible relations - operational support of variant relational structures,"peter dadam, christian kalus",vldb,1995
1498,journals/vldb/StonebrakerALPSSSY96,mariposa: a wide-area distributed database system,"carl staelin, paul m. aoki, witold litwin, michael stonebraker, adam sah, jeff sidell, andrew yu, avi pfeffer",vldb j.,1996
1499,journals/sigmod/FrankNS02,report on the semantic web workshop at www 2002,"martin r. frank, natalya fridman noy, steffen staab",sigmod record,2002
1500,journals/sigmod/Snodgrass94,overview of the special section on temporal database infrastructure,richard t. snodgrass,sigmod record,1994
1501,conf/vldb/KochBG03,path queries on compressed xml,"martin grohe, peter buneman, christoph koch",vldb,2003
1502,conf/sigmod/BlohsfeldKS99,a comparison of selectivity estimators for range queries on metric attributes,"bernhard seeger, björn blohsfeld, dieter korus",sigmod conference,1999
1503,conf/sigmod/GrayHOS96,the dangers of replication and a solution,"dennis shasha, jim gray, patrick e. o'neil, pat helland",sigmod conference,1996
1504,conf/sigmod/AshleyFHLNP95,the query by image content (qbic) system,"denis lee, wayne niblack, james l. hafner, dragutin petkovic, myron flickner, jonathan ashley",sigmod conference,1995
1505,journals/sigmod/PalpanasPKG03,distributed deviation detection in sensor networks,"dimitrios gunopulos, themistoklis palpanas, dimitris papadopoulos, vana kalogeraki",sigmod record,2003
1506,journals/sigmod/AbiteboulH95,response to a close look at the ifo data model,"serge abiteboul, richard hull",sigmod record,1995
1507,conf/vldb/Suciu96,query decomposition and view maintenance for query languages for unstructured data,dan suciu,vldb,1996
1508,conf/vldb/Wadler01,"et tu, xml? the downfall of the relational empire (abstract)",philip wadler,vldb,2001
1509,conf/vldb/ArgePRSV98,scalable sweeping-based spatial join,"lars arge, jeffrey scott vitter, torsten suel, sridhar ramaswamy, octavian procopiuc",vldb,1998
1510,conf/vldb/MorimotoFMTY98,algorithms for mining association rules for binary segmentations of huge categorical databases,"kunikazu yoda, hirofumi matsuzawa, takeshi tokuyama, yasuhiko morimoto, takeshi fukuda",vldb,1998
1511,conf/sigmod/ChoiC02,selectivity estimation for spatio-temporal queries to moving objects,"yong-jin choi, chin-wan chung",sigmod conference,2002
1512,conf/vldb/GilbertKMS01,surfing wavelets on streams: one-pass summaries for approximate aggregate queries,"anna c. gilbert, martin strauss, yannis kotidis, s. muthukrishnan",vldb,2001
1513,journals/sigmod/TaninBS96,incremental data structures and algorithms for dynamic query interfaces,"ben shneiderman, richard beigel, egemen tanin",sigmod record,1996
1514,conf/sigmod/KatayamaS97,the sr-tree: an index structure for high-dimensional nearest neighbor queries,"norio katayama, shin'ichi satoh",sigmod conference,1997
1515,journals/sigmod/AndersonS94,sequoia 2000 metadata schema for satellite images,"michael stonebraker, jean t. anderson",sigmod record,1994
1516,conf/sigmod/BunemanKTT02,archiving scientific data,"sanjeev khanna, peter buneman, wang chiew tan, keishi tajima",sigmod conference,2002
1517,conf/sigmod/ArasuG03,extracting structured data from web pages,"arvind arasu, hector garcia-molina",sigmod conference,2003
1518,journals/sigmod/RosenthalHRS97,a consumer viewpoint on mediator languages - a proposal for a standard,"eric hughes, leonard j. seligman, arnon rosenthal, scott renner",sigmod record,1997
1519,conf/vldb/Kotidis01,a data warehousing architecture for enabling service provisioning process,yannis kotidis,vldb,2001
1520,conf/sigmod/MassariPSC95,qbi: query by icons,"antonio massari, panos k. chrysanthis, lorenzo saladini, stefano pavani",sigmod conference,1995
1521,conf/vldb/RaghavanG01,crawling the hidden web,"sriram raghavan, hector garcia-molina",vldb,2001
1522,journals/sigmod/Nascimento03,peer-to-peer: harnessing the power of disruptive technologies,mario a. nascimento,sigmod record,2003
1523,journals/vldb/LeeSC01,a graph-theoretic model for optimizing queries involving methods,"yaw-huei chen, chi-sheng shih, chiang lee",vldb j.,2001
1524,journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94a,a tsql2 tutorial,"james clifford, ramez elmasri, michael d. soo, wolfgang käfer, nick kline, arie segev, suryanarayana m. sripada, fabio grandi, john f. roddick, richard t. snodgrass, christian s. jensen, nikos a. lorentzos, ilsoo ahn, gad ariav, don s. batory, t. y. cliff leung, curtis e. dyreson, krishna g. kulkarni",sigmod record,1994
1525,conf/sigmod/BrinMUT97,dynamic itemset counting and implication rules for market basket data,"shalom tsur, rajeev motwani, sergey brin, jeffrey d. ullman",sigmod conference,1997
1526,journals/sigmod/GatziuKBF98,unbundling active functionality,"hans fritschi, arne koschel, günter von bültzingsloewen, stella gatziu",sigmod record,1998
1527,conf/vldb/KornMZ03,checks and balances: monitoring data quality problems in network traffic databases,"flip korn, yunyue zhu, s. muthukrishnan",vldb,2003
1528,conf/vldb/RoussopoulosK98,the cubetree storage organization,"yannis kotidis, nick roussopoulos",vldb,1998
1529,journals/sigmod/NgH95,multigranularity locking in multiple job classes transaction processing system,"sheung-lun hung, shan-hoi ng",sigmod record,1995
1530,conf/sigmod/ChaudhuriDN01,"a robust, optimization-based approach for approximate answering of aggregate queries","vivek r. narasayya, gautam das, surajit chaudhuri",sigmod conference,2001
1531,conf/vldb/ChoALS02,optimizing the secure evaluation of twig queries,"sihem amer-yahia, divesh srivastava, sungran cho, laks v. s. lakshmanan",vldb,2002
1532,journals/sigmod/Gaffney96,illustra's web datablade module,john gaffney,sigmod record,1996
1533,conf/sigmod/SeshadriLR94,sequence query processing,"raghu ramakrishnan, miron livny, praveen seshadri",sigmod conference,1994
1534,conf/vldb/Jacobs97,innovation in database management: computer science vs. engineering,kenneth r. jacobs,vldb,1997
1535,conf/sigmod/RamaswamyK95,oodb indexing by class-division,"sridhar ramaswamy, paris c. kanellakis",sigmod conference,1995
1536,conf/vldb/Carey00,"toto, we're not in kansas anymore: on transitioning from research to the real (invited industrial talk)",michael j. carey,vldb,2000
1537,journals/sigmod/Vassilakis00,an optimisation scheme for coalesce/valid time selection operator sequences,costas vassilakis,sigmod record,2000
1538,conf/vldb/AgrawalCN00,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri, sanjay agrawal, vivek r. narasayya",vldb,2000
1539,conf/vldb/ChienTZ01,efficient management of multiversion documents by object referencing,"vassilis j. tsotras, carlo zaniolo, shu-yao chien",vldb,2001
1540,conf/vldb/KahveciS01,efficient index structures for string databases,"tamer kahveci, ambuj k. singh",vldb,2001
1541,conf/sigmod/Han96,data mining techniques,jiawei han,sigmod conference,1996
1542,journals/sigmod/RamanathanH97,extraction of object-oriented structures from existing relational databases,"julia e. hodges, shekar ramanathan",sigmod record,1997
1543,conf/vldb/ChenHWW02,multi-dimensional regression analysis of time-series data streams,"benjamin w. wah, yixin chen, jianyong wang, guozhu dong, jiawei han",vldb,2002
1544,conf/sigmod/2000,"proceedings of the 2000 acm sigmod international conference on management of data, may 16-18, 2000, dallas, texas, usa",?,sigmod conference,2000
1545,journals/sigmod/Ioannidis96,dynamic information visualization,yannis e. ioannidis,sigmod record,1996
1546,conf/vldb/JagatheesanMPW03,grid data management systems & services,"reagan moore, arun jagatheesan, paul watson, norman w. paton",vldb,2003
1547,journals/sigmod/LeeC00,comparative analysis of six xml schema languages,"dongwon lee, wesley w. chu",sigmod record,2000
1548,conf/vldb/Guting94,graphdb: modeling and querying graphs in databases,ralf hartmut güting,vldb,1994
1549,journals/sigmod/GrayG97,"the five-minute rule ten years later, and other computer storage rules of thumb","jim gray, goetz graefe",sigmod record,1997
1550,conf/vldb/LahiriSCMC01,cache fusion: extending shared-disk clusters with shared caches,"tirthankar lahiri, n. macnaughton, sashikanth chandrasekaran, wilson chan, vinay srihari",vldb,2001
1551,journals/sigmod/KramerNKRLKLZ97,www-udk: a web-based environmental meta-information system,"rudolf legat, arne koschel, andree keitel, ralf kramer, claudia rolker, ralf nikolai, peter c. lockemann, konrad zirm",sigmod record,1997
1552,journals/tods/LechtenborgerV03,on the computation of relational view complements,"gottfried vossen, jens lechtenbörger",acm trans. database syst.,2003
1553,journals/vldb/HuntAI02,database indexing for large dna and protein sequence collections,"robert w. irving, malcolm p. atkinson, ela hunt",vldb j.,2002
1554,conf/vldb/DeutschT03,mars: a system for publishing xml from mixed and redundant storage,"alin deutsch, val tannen",vldb,2003
1555,conf/vldb/JagadishNSSK97,incremental organization for data recording and warehousing,"s. sudarshan, p. p. s. narayan, rama kanneganti, h. v. jagadish, s. seshadri",vldb,1997
1556,journals/sigmod/Mani03,understanding the semantics of sensor data,murali mani,sigmod record,2003
1557,journals/sigmod/TanK03,power efficient data gathering and aggregation in wireless sensor networks,"ibrahim korpeoglu, hüseyin özgür tan",sigmod record,2003
1558,journals/sigmod/Hammer03,treasurer's message,joachim hammer,sigmod record,2003
1559,conf/sigmod/BrinkhoffKSS94,multi-step processing of spatial joins,"ralf schneider, thomas brinkhoff, bernhard seeger, hans-peter kriegel",sigmod conference,1994
1560,journals/vldb/NguSHL01,combining multi-visual features for efficient indexing in a large image database,"quan z. sheng, anne h. h. ngu, ron lei, du q. huynh",vldb j.,2001
1561,journals/sigmod/FreemanG96,lifestreams: a storage model for personal data,"eric freeman, david gelernter",sigmod record,1996
1562,journals/vldb/Li03,computing complete answers to queries in the presence of limited access patterns,chen li,vldb j.,2003
1563,journals/sigmod/LeveneP02,report on the web dynamics workshop at www 2002,"alexandra poulovassilis, mark levene",sigmod record,2002
1564,conf/sigmod/HanFHCC94,dblearn: a system prototype for knowledge discovery in relational databases,"yue huang, yandong cai, yongjian fu, nick cercone, jiawei han",sigmod conference,1994
1565,journals/tods/KonopnickiS98,information gathering in the world-wide web: the w3ql query language and the w3qs system,"david konopnicki, oded shmueli",acm trans. database syst.,1998
1566,conf/vldb/HsuLOMTX02,advanced database technologies in a diabetic healthcare system,"chenyi xia, wynne hsu, keng lik teo, mong-li lee, beng chin ooi, pranab kumar mohanty",vldb,2002
1567,conf/sigmod/WaasG00,"counting, enumerating, and sampling of execution plans in a cost-based query optimizer","césar a. galindo-legaria, florian waas",sigmod conference,2000
1568,conf/sigmod/WilschutFA95,parallel evaluation of multi-join queries,"jan flokstra, annita n. wilschut, peter m. g. apers",sigmod conference,1995
1569,conf/sigmod/RiedelFGN00,data mining on an oltp system (nearly) for free,"erik riedel, gregory r. ganger, david nagle, christos faloutsos",sigmod conference,2000
1570,conf/vldb/SrinivasaK03,a platform based on the multi-dimensional data model for analysis of bio-molecular structures,"srinath srinivasa, sujit kumar",vldb,2003
1571,journals/sigmod/DomenigD99,an overview and classification of mediated query systems,"klaus r. dittrich, ruxandra domenig",sigmod record,1999
1572,conf/vldb/ChakrabartiM00,local dimensionality reduction: a new approach to indexing high dimensional spaces,"kaushik chakrabarti, sharad mehrotra",vldb,2000
1573,journals/sigmod/Cingil02,supporting global user profiles through trusted authorities,ibrahim cingil,sigmod record,2002
1574,journals/sigmod/Anonymous96,mqseries and cics link for lotus notes,?,sigmod record,1996
1575,conf/vldb/CareyKRLABFLOPQRSSUVWY01,the propel distributed services platform,"runping qi, kuan yee, brian sterling, nicolas adiba, michael j. carey, david rieber, steve kirsch, michael blow, john c. shafer, rajendra panwar, daniela florescu, mary roth, dan wineman, david li, bert van der linden, brian vickery, ivan oprencak, tolga urhan",vldb,2001
1576,journals/sigmod/BoulosO99,cost estimation of user-defined methods in object-relational database systems,"kinji ono, jihad boulos",sigmod record,1999
1577,journals/tods/Revesz98,safe query languages for constraint databases,peter z. revesz,acm trans. database syst.,1998
1578,conf/sigmod/CranorJSS03,gigascope: a stream database for network applications,"theodore johnson, charles d. cranor, oliver spatscheck, vladislav shkapenyuk",sigmod conference,2003
1579,conf/vldb/SizovGT03,from focused crawling to expert information: an application framework for web exploration and portal generation,"martin theobald, sergej sizov, jens graupmann",vldb,2003
1580,journals/vldb/Han98,"optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations",jia liang han,vldb j.,1998
1581,conf/sigmod/UrhanFA98,cost based query scrambling for initial delays,"tolga urhan, michael j. franklin, laurent amsaleg",sigmod conference,1998
1582,conf/vldb/JohnsonM98,performance measurements of tertiary storage devices,"ethan l. miller, theodore johnson",vldb,1998
1583,conf/vldb/BalminHKPSW03,a system for keyword proximity search on xml databases,"tianqiu wang, yannis papakonstantinou, nick koudas, vagelis hristidis, andrey balmin, divesh srivastava",vldb,2003
1584,conf/vldb/MeccaCM01,roadrunner: towards automatic data extraction from large web sites,"giansalvatore mecca, valter crescenzi, paolo merialdo",vldb,2001
1585,journals/sigmod/Camps02,from ternary relationship to relational tables: a case against common beliefs,rafael camps,sigmod record,2002
1586,conf/sigmod/BabuGR01,spartan: a model-based semantic compression system for massive data tables,"shivnath babu, rajeev rastogi, minos n. garofalakis",sigmod conference,2001
1587,conf/sigmod/HuangSW94,data replication for mobile computers,"a. prasad sistla, ouri wolfson, yixiu huang",sigmod conference,1994
1588,conf/sigmod/WattezCBFF00,benchmarking queries over trees: learning the hard truth the hard way,"sophie cluet, fanny wattez, véronique benzaken, guy ferran, christian fiegel",sigmod conference,2000
1589,conf/sigmod/GillmannWW02,workflow management with service quality guarantees,"wolfgang wonner, gerhard weikum, michael gillmann",sigmod conference,2002
1590,conf/vldb/Duranti01,the long-term preservation of authentic electronic records,luciana duranti,vldb,2001
1591,conf/sigmod/Epstein95,keynote address,robert s. epstein,sigmod conference,1995
1592,conf/vldb/Madnick95,from vldb to vmldb (very many large data bases): dealing with large-scale semantic heterogenity,stuart e. madnick,vldb,1995
1593,conf/sigmod/ChandrasekaranCDFHHKMRS03,telegraphcq: continuous dataflow processing,"mehul a. shah, wei hong, sirish chandrasekaran, samuel madden, sailesh krishnamurthy, amol deshpande, frederick reiss, owen cooper, joseph m. hellerstein, michael j. franklin",sigmod conference,2003
1594,conf/vldb/PedersenJD00,the treescape system: reuse of pre-computed aggregates over irregular olap hierarchies,"curtis e. dyreson, torben bach pedersen, christian s. jensen",vldb,2000
1595,conf/vldb/GaoS03,temporal slicing in the evaluation of xml queries,"richard t. snodgrass, dengfeng gao",vldb,2003
1596,journals/sigmod/FlorescuLM98,database techniques for the world-wide web: a survey,"daniela florescu, alberto o. mendelzon, alon y. levy",sigmod record,1998
1597,conf/vldb/DiligentiCLGG00,focused crawling using context graphs,"frans coetzee, steve lawrence, michelangelo diligenti, marco gori, c. lee giles",vldb,2000
1598,conf/sigmod/ChakrabartiM99,efficient concurrency control in multidimensional access methods,"sharad mehrotra, kaushik chakrabarti",sigmod conference,1999
1599,conf/sigmod/ThomasDM95,design and implementation of advanced knowledge processing in the kdms krisys (demonstration description),"stefan deßloch, joachim thomas, nelson mendonça mattos",sigmod conference,1995
1600,conf/vldb/BhattacharjeePMLCH03,efficient query processing for multi-dimensionally clustered tables in db2,"matthew huras, leslie cranston, bishwaranjan bhattacharjee, sriram padmanabhan, timothy malkemus, tony lai",vldb,2003
1601,journals/sigmod/Vianu03,a web odyssey: from codd to xml,victor vianu,sigmod record,2003
1602,conf/sigmod/BreunigKNS00,lof: identifying density-based local outliers,"hans-peter kriegel, raymond t. ng, markus m. breunig, jörg sander",sigmod conference,2000
1603,conf/sigmod/OlstonW02,best-effort cache synchronization with source cooperation,"chris olston, jennifer widom",sigmod conference,2002
1604,conf/sigmod/DewanSHH94,predictive dynamic load balancing of parallel and distributed rule and query processing,"jae-jun hwang, mauricio a. hernández, salvatore j. stolfo, hasanat m. dewan",sigmod conference,1994
1605,conf/vldb/YuAA03,tabular placement of relational data on mems-based storage devices,"divyakant agrawal, amr el abbadi, hailing yu",vldb,2003
1606,conf/vldb/Koch03,efficient processing of expressive node-selecting queries on xml data in secondary storage: a tree automata-based approach,christoph koch,vldb,2003
1607,journals/sigmod/Qian95b,"opportunities at arpa, nsf, and elsewhere",xiaolei qian,sigmod record,1995
1608,conf/sigmod/FukudaMMT96a,sonar: system for optimized numeric associationrules,"takeshi tokuyama, takeshi fukuda, yasuhiko morimoto, shinichi morishita",sigmod conference,1996
1609,journals/vldb/MedjahedBBNE03,business-to-business interactions: issues and enabling technologies,"anne h. h. ngu, athman bouguettaya, brahim medjahed, ahmed k. elmagarmid, boualem benatallah",vldb j.,2003
1610,conf/vldb/HristidisP02,discover: keyword search in relational databases,"vagelis hristidis, yannis papakonstantinou",vldb,2002
1611,journals/vldb/AgrawalAJL95,ordered shared locks for real-time databases,"richard jeffers, divyakant agrawal, amr el abbadi, lijing lin",vldb j.,1995
1612,conf/sigmod/2002,"proceedings of the 2002 acm sigmod international conference on management of data, madison, wisconsin, june 3-6, 2002",?,sigmod conference,2002
1613,conf/sigmod/LarsonG03,transparent mid-tier database caching in sql server,"per-åke larson, jingren zhou, jonathan goldstein",sigmod conference,2003
1614,conf/sigmod/StoltePAG03,scientific data repositories: designing for a moving target,"etzard stolte, thomas r. gross, gustavo alonso, christoph von praun",sigmod conference,2003
1615,conf/sigmod/CeriFP98,the idea web lab,"piero fraternali, stefano paraboschi, stefano ceri",sigmod conference,1998
1616,journals/sigmod/TomasicS97,improving access to environmental data using context information,"anthony tomasic, eric simon",sigmod record,1997
1617,conf/sigmod/Shyy95,versant replication: supporting fault-tolerant object databases,"h. stephen au-yeung, c. p. chou, yuh-ming shyy",sigmod conference,1995
1618,conf/vldb/AksoyZF01,data staging for on-demand broadcast,"stanley b. zdonik, demet aksoy, michael j. franklin",vldb,2001
1619,journals/sigmod/Seshadri98,predator: a resource for database research,praveen seshadri,sigmod record,1998
1620,conf/vldb/MogiK95,hot block clustering for disk arrays with dynamic striping,"kazuhiko mogi, masaru kitsuregawa",vldb,1995
1621,conf/vldb/WienerN95,oodb bulk loading revisited: the partitioned-list approach,"jeffrey f. naughton, janet l. wiener",vldb,1995
1622,journals/sigmod/NejdlSS03,design issues and challenges for rdf- and schema-based peer-to-peer systems,"wolf siberski, wolfgang nejdl, michael sintek",sigmod record,2003
1623,journals/vldb/FuCCM00,dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances,"ada wai-chee fu, yin-ling cheung, yiu sang moon, polly mei-shuen chan",vldb j.,2000
1624,conf/sigmod/ReveszCKLLW00,the mlpq/gis constraint database system,"yuguo liu, yiming li, pradip kanjamala, rui chen, yonghui wang, peter z. revesz",sigmod conference,2000
1625,conf/vldb/LakshmananNWZJ02,the generalized mdl approach for summarization,"laks v. s. lakshmanan, xiaodong zhou, raymond t. ng, theodore johnson, christine xing wang",vldb,2002
1626,conf/vldb/CandanALPH02,view invalidation for dynamic content caching in multitiered architectures,"k. selçuk candan, wang-pin hsiung, oliver po, divyakant agrawal, wen-syan li",vldb,2002
1627,conf/vldb/ShahRS02,maintaining coherency of dynamic data in cooperating repositories,"shetal shah, krithi ramamritham, prashant j. shenoy",vldb,2002
1628,journals/sigmod/Snodgrass02a,tods perceptions and misconceptions,richard t. snodgrass,sigmod record,2002
1629,conf/sigmod/KrishnanVI96,estimating alphanumeric selectivity in the presence of wildcards,"balakrishna r. iyer, jeffrey scott vitter, p. krishnan",sigmod conference,1996
1630,journals/sigmod/Kumar03,sensor: the atomic computing particle,vijay kumar,sigmod record,2003
1631,conf/vldb/ChaudhuriS96,optimization of queries with user-defined predicates,"surajit chaudhuri, kyuseok shim",vldb,1996
1632,conf/sigmod/IoannidisLANT97,zoo: a desktop emperiment management environment,"anastassia ailamaki, andrew therber, yannis e. ioannidis, anand narayanan, miron livny",sigmod conference,1997
1633,journals/sigmod/JacobS99,fintime - a financial time series benchmark,"kaippallimalil j. jacob, dennis shasha",sigmod record,1999
1634,conf/sigmod/GriffinL95,incremental maintenance of views with duplicates,"leonid libkin, timothy griffin",sigmod conference,1995
1635,journals/sigmod/Wedekind94,are the terms version and variant orthogonal to one another? a critical assessment of the step standardization,hartmut wedekind,sigmod record,1994
1636,journals/sigmod/BernsteinHP00,a vision of management of complex models,"rachel pottinger, alon y. halevy, philip a. bernstein",sigmod record,2000
1637,journals/vldb/ChuaCL03,instance-based attribute identification in database integration,"roger h. l. chiang, ee-peng lim, chua eng huang cecil",vldb j.,2003
1638,conf/sigmod/McIverK94,"self-adaptive, on-line reclustering of complex object data","william j. mciver jr., roger king",sigmod conference,1994
1639,journals/sigmod/CherniakV03,reminiscences on influential papers,"mitch cherniack, kenneth a. ross, gottfried vossen",sigmod record,2003
1640,journals/sigmod/X95a,calls for papers and announcements,?,sigmod record,1995
1641,conf/vldb/FaloutsosG96,analysis of n-dimensional quadtrees using the hausdorff fractal dimension,"christos faloutsos, volker gaede",vldb,1996
1642,conf/vldb/Dasgupta96,large databases for remote sensing and gis,a. r. dasgupta,vldb,1996
1643,conf/vldb/CotterB00,biodiversity informatics infrastructure: an information commons for the biodiversity community,"barbara t. bauldock, gladys a. cotter",vldb,2000
1644,journals/sigmod/WestmannKHM00,the implementation and performance of compressed databases,"till westmann, sven helmer, guido moerkotte, donald kossmann",sigmod record,2000
1645,journals/sigmod/RossIJP00,reminiscences on influential papers,"christos h. papadimitriou, anant jhingran, yannis e. ioannidis, kenneth a. ross",sigmod record,2000
1646,conf/vldb/KriegelPS00,managing intervals efficiently in object-relational databases,"thomas seidl, marco pötke, hans-peter kriegel",vldb,2000
